1	1.864	10000.333
2	6.021	10016.733
3	4.889	10083.437
4	11.594	10171.229
5	6.950	10238.858
6	7.430	10354.271
7	2.660	10016.817
8	2.712	9981.343
9	11.617	10055.938
10	23.414	10124.178
11	21.486	10194.980
12	16.195	10294.245
13	7.431	10381.831
14	1.187	9916.730
15	3.884	9981.946
16	10.706	10006.315
17	60.464	10090.285
18	174.487	10153.287
19	109.600	10252.227
20	23.232	10329.100
21	2.294	10433.165
22	0.955	9938.717
23	2.661	9963.666
24	10.879	9998.125
25	39.563	10063.317
26	437.707	10124.389
27	1246.900	10195.315
28	103.638	10274.555
29	7.268	10361.531
30	1.457	10574.169
32	1.627	9972.862
33	2.772	9997.416
34	15.437	10026.715
35	36.679	10089.823
36	421.277	10142.751
37	276.872	10224.897
39	5.004	10443.523
40	2.515	10592.038
42	1.764	9988.121
43	3.921	10032.381
44	13.472	10068.467
45	19.585	10105.980
46	26.912	10199.129
47	6.369	10291.244
48	2.764	10439.576
49	0.917	10575.684
51	0.917	10020.325
52	1.142	10121.286
53	2.731	10078.271
54	7.984	10108.057
55	6.492	10192.307
56	6.086	10270.230
57	6.283	10349.699
58	2.940	10500.518
59	1.070	10647.121
61	2.410	10135.517
62	2.054	10136.225
63	3.200	10193.812
64	4.074	10281.373
65	1.499	10359.367
66	2.327	10502.945
69	0.944	10120.416
71	1.779	10288.965
72	1.924	10378.239
73	0.729	10472.064
74	0.573	10776.030
77	1.062	10455.561
