2	1.595	11169.259
3	2.009	11071.814
5	2.166	11040.321
6	2.788	10897.559
8	0.948	11142.062
9	2.331	10963.175
10	3.105	10912.098
11	3.558	10883.165
12	9.152	10760.468
13	6.597	10718.783
15	3.069	10947.495
16	3.139	10891.203
17	5.584	10805.302
18	9.209	10715.703
19	27.324	10631.123
20	14.388	10663.404
24	2.868	10782.064
25	5.802	10696.742
26	12.550	10608.778
27	43.849	10550.639
28	83.607	10506.450
29	15.439	10504.441
30	9.209	10438.323
33	1.360	10862.642
34	3.889	10605.228
35	14.107	10524.213
36	35.664	10513.308
37	156.335	10443.005
38	90.565	10382.279
40	14.595	10309.054
42	2.102	10662.421
43	2.303	10521.652
44	7.174	10465.913
45	20.427	10414.097
46	52.679	10352.624
47	533.858	10259.425
48	92.192	10180.383
49	14.956	10197.438
50	3.795	10184.476
52	1.743	10476.807
53	4.951	10392.938
54	7.033	10349.796
55	31.065	10271.396
56	96.207	10213.412
57	300.592	10152.477
58	38.341	10107.844
59	10.213	10073.462
61	0.675	10419.920
62	2.879	10262.844
63	9.598	10187.495
64	23.220	10124.241
65	31.885	10063.340
66	23.507	10020.791
67	12.305	9988.171
68	0.529	10454.644
69	1.335	10224.073
70	5.438	10171.313
71	8.269	10067.817
72	12.811	9985.571
73	11.841	9948.593
74	7.519	9887.213
76	0.573	10153.878
77	2.306	10007.903
